涛哥直播,#genre#
CCTV14,https://vip.taoiptv.cn/source/gitv.php?id=CCTV14hd-8M.m3u8&sign=h51x7y$TG•IPV4『线路3』
CCTV14,https://vip.taoiptv.cn/source/gzyx.php?id=9a8a29dbf54f51d4502ae2cbf87272b4.m3u8&sign=h51x7y$TG•IPV4『线路4』
CCTV14,https://vip.taoiptv.cn/source/itv.php?id=CCTV1450FPS.m3u8&sign=h51x7y$TG•IPV4『线路5』
CCTV14,https://vip.taoiptv.cn/source/jsyd.php?id=HD-8000k-1080P-cctv14.m3u8&sign=h51x7y$TG•IPV4『线路6』
CCTV14,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000008170/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000008170$TG•IPV4『线路7』
CCTV14,https://livednow.com/migu/624878440?sign=gAAAAABmxHgUAPHEZGXARYwmyy37AGElAmziUZX9MLyc_B71_dB5CBku42Y8LjOr6XRp0XJshUJEwnzqmcH8p4n6tXHPYx71JKvuL0oqFgWGUv9r4erJAMCKHPoOYXoKg5Tllof8aX5T_D22abSRHnBAWltC_R9-gNWZan6Pki2CjdGTXAVu1U0BzPfAXgybEWkt_oZTUuhZPG1ta3dcFhvWT1y3pl2o1w%3D%3D$TG•IPV4『线路8』
CCTV14,https://livednow.com/migu/624878440?sign=gAAAAABmwyZNzxwc9TR2e_7L6UM-3LUrzZe3VW-SHcK-EsZptHu5HrcoXU6nQnI6Cwk1C_q3Z9EZ4AFdEYkhUibWqB6bZ3QcJ0TQYsdrcvh5fHPnaQ0kVZgRz5bC25vGqe7YOUcNKgkmaytjLKmfFowkUxC_vF3R0-Oan9z2c-eoIYrGE63vX4w9ybabXMvPxpexX5nHDOrll6iLDY7VExdTI-JYVYnZ5A%3D%3D$TG•IPV4『线路9』
CCTV14,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv14$TG•IPV4『线路10』
CCTV14,http://mdxgh.tpddns.cn:88/mdxgh/cctv14$TG•IPV4『线路11』
CCTV14,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8$TG•IPV4『线路12』
CCTV14,http://www.zzlag.top:9087/tsfile/live/1023_1.m3u8?key=txiptv$TG•IPV4『线路13』
CCTV14,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV14HD/index.m3u8?gMac=unknown&livodToken=c1f72c79ee7857898e80e822b3768418b14d710294fb16dc503997f9bce0adda_1720508238_604800&fromCDN=ws$TG•IPV4『线路14』
CCTV14,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV14HD/index.m3u8?gMac=unknown&livodToken=0d96180497a13efbadc909954e682aae4e63affa0ef1823b5c6dc5a73b461db4_1720504729_604800&fromCDN=ws$TG•IPV4『线路15』
CCTV14,http://1b6467f415.iok.la:9931/tsfile/live/1034_1.m3u8$TG•IPV4『线路16』
CCTV14,http://gouwu.pthvcdn.gitv.tv:91/live/CCTV14hd-8M/live.m3u8$TG•IPV4『线路17』
CCTV14,http://gouwu.pthv.gitv.tv:91/live/CCTV14hd-8M/live.m3u8$TG•IPV4『线路18』
CCTV14,https://api.olelive.com/dis/live/CCTV14HD/hls.m3u8$TG•IPV4『线路19』
CCTV14,http://fangke.blueswords.com:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$TG•IPV4『线路20』
CCTV14,http://hlsbkmgsplive.miguvideo.com/wd_r2/ocn/cctv14hd/3000/01.m3u8?&HlsSubType=&encrypt=$TG•IPV4『线路21』
CCTV14,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265013$TG•IPV4『线路22』
CCTV14,http://ygbh666.cn/aikmigu.php?id=cctv14$TG•IPV4『线路23』
CCTV14,https://vip.taoiptv.cn/source/gitv.php?id=CCTV14hd-8M.m3u8&sign=06zcwd$TG•IPV4『线路24』
CCTV14,http://iptvcyp.top:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0$TG•IPV4『线路25』
CCTV14,https://vip.taoiptv.cn/source/jsyd.php?id=HD-8000k-1080P-cctv14.m3u8&sign=06zcwd$TG•IPV4『线路26』
CCTV14,https://jump.taoiptv.cn/iptv2.php?id=100190&num=2&sign=fk3aks$TG•IPV4『线路27』
CCTV14,https://vip.taoiptv.cn/source/gzyx.php?id=9a8a29dbf54f51d4502ae2cbf87272b4.m3u8&sign=06zcwd$TG•IPV4『线路28』
CCTV14,http://php.jdshipin.com:8880/TVOD/gsyd.php?id=9900000511$TG•IPV4『线路29』
CCTV14,http://beijinglive.online.domybox.com:91/live/CCTV14hd-8M/live.m3u8$TG•IPV4『线路30』
CCTV14,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv14$TG•IPV4『线路31』
CCTV14,https://jump.taoiptv.cn/iptv3.php?id=100190&num=3&sign=fk3aks$TG•IPV4『线路32』
CCTV14,http://ttkx.live:55/lib/aikan.php?id=cctv14$TG•IPV4『线路33』
CCTV14,http://tvbox6.icu/tv/migu.php?id=cctv14$TG•IPV4『线路34』
CCTV14,https://vip.taoiptv.cn/source/itv.php?id=CCTV1450FPS.m3u8&sign=06zcwd$TG•IPV4『线路35』
CCTV14,https://jump.taoiptv.cn/iptv1.php?id=100190&num=1&sign=fk3aks$TG•IPV4『线路36』
CCTV14,http://zhixiao.outside.live.pthv.gitv.tv/live/CCTV14hd-8M/live.m3u8$TG•IPV4『线路37』
CCTV14,https://vip.taoiptv.cn/source/itv.php?id=CCTV1450FPS.m3u8&sign=z6sj8k$TG•IPV4『线路38』
CCTV14,http://ygbh666.cn/aikmigu.php?id=cctv14$TG•IPV4『线路39』
CCTV14,http://beijinglive.online.domybox.com:91/live/CCTV14hd-8M/live.m3u8$TG•IPV4『线路40』
CCTV14,http://fangke.blueswords.com:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$TG•IPV4『线路41』
CCTV14,https://live.v1.mk/api/bestv.php?id=cctvsehd8m/8000000$TG•IPV4『线路42』
CCTV14,http://hlsbkmgsplive.miguvideo.com/migu/kailu/cctv14hd265/55/20200407/index.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=$TG•IPV4『线路43』
CCTV14,https://vip.taoiptv.cn/source/gitv.php?id=CCTV14hd-8M.m3u8&sign=ugxuj7$TG•IPV4『线路44』
CCTV14,https://vip.taoiptv.cn/source/gzyx.php?id=9a8a29dbf54f51d4502ae2cbf87272b4.m3u8&sign=ugxuj7$TG•IPV4『线路45』
CCTV14,https://vip.taoiptv.cn/source/itv.php?id=CCTV1450FPS.m3u8&sign=ugxuj7$TG•IPV4『线路46』
CCTV14,https://vip.taoiptv.cn/source/jsyd.php?id=HD-8000k-1080P-cctv14.m3u8&sign=ugxuj7$TG•IPV4『线路47』
CCTV14,http://video.qd.sdu.edu.cn/liverespath/0e0973e58d4835f4b872548164462930003f77b4/index.m3u8$TG•IPV4『线路48』
CCTV14,http://cookies.elementfx.com/ublive/ublive.php?id=214$TG•IPV4『线路49』
CCTV14,http://cookies.elementfx.com/ublive/ublive.php?id=2826$TG•IPV4『线路50』
CCTV14,https://vip.taoiptv.cn/source/gitv.php?id=CCTV14hd-8M.m3u8&sign=h51x7y$TG•IPV4『线路51』
CCTV14,https://vip.taoiptv.cn/source/gzyx.php?id=9a8a29dbf54f51d4502ae2cbf87272b4.m3u8&sign=h51x7y$TG•IPV4『线路52』
CCTV14,https://vip.taoiptv.cn/source/itv.php?id=CCTV1450FPS.m3u8&sign=h51x7y$TG•IPV4『线路53』
CCTV14,https://vip.taoiptv.cn/source/jsyd.php?id=HD-8000k-1080P-cctv14.m3u8&sign=h51x7y$TG•IPV4『线路54』
CCTV14,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000008170/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000008170$TG•IPV4『线路55』
CCTV14,http://mdxgh.tpddns.cn:88/mdxgh/cctv14$TG•IPV4『线路56』
CCTV14,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8$TG•IPV4『线路57』
CCTV14,http://ygbh666.cn/aikmigu.php?id=cctv14$TG•IPV4『线路58』
CCTV14,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv14$TG•IPV4『线路59』
CCTV14,https://vip.taoiptv.cn/source/itv.php?id=CCTV1450FPS.m3u8&sign=06zcwd$TG•IPV4『线路60』
CCTV14,https://vip.taoiptv.cn/source/jsyd.php?id=HD-8000k-1080P-cctv14.m3u8&sign=06zcwd$TG•IPV4『线路61』
CCTV14,https://jump.taoiptv.cn/iptv3.php?id=100190&num=3&sign=fk3aks$TG•IPV4『线路62』
CCTV14,https://vip.taoiptv.cn/source/gitv.php?id=CCTV14hd-8M.m3u8&sign=06zcwd$TG•IPV4『线路63』
CCTV14,https://jump.taoiptv.cn/iptv2.php?id=100190&num=2&sign=fk3aks$TG•IPV4『线路64』
CCTV14,http://ttkx.live:55/lib/aikan.php?id=cctv14$TG•IPV4『线路65』
CCTV14,http://iptvcyp.top:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0$TG•IPV4『线路66』
CCTV14,https://vip.taoiptv.cn/source/itv.php?id=CCTV1450FPS.m3u8&sign=ugxuj7$TG•IPV4『线路67』
CCTV14,http://bjlive.outside.live.pthv.gitv.tv/live/CCTV14hd-8M/live.m3u8$TG•IPV4『线路68』
CCTV14,https://jump.taoiptv.cn/iptv1.php?id=100190&num=1&sign=fk3aks$TG•IPV4『线路69』
CCTV14,http://php.jdshipin.com:8880/TVOD/gsyd.php?id=9900000511$TG•IPV4『线路70』
CCTV14,https://vip.taoiptv.cn/source/gzyx.php?id=9a8a29dbf54f51d4502ae2cbf87272b4.m3u8&sign=06zcwd$TG•IPV4『线路71』
CCTV14,http://1b6467f415.iok.la:9931/tsfile/live/1034_1.m3u8$TG•IPV4『线路72』
CCTV14,http://tvbox6.icu/tv/migu.php?id=cctv14$TG•IPV4『线路73』
CCTV14,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv14$TG•IPV4『线路74』
CCTV15,http://zhixiao.outside.live.pthv.gitv.tv/live/CCTV15hd-8M/live.m3u8$TG•IPV4『线路1』
CCTV15,https://vip.taoiptv.cn/source/gitv.php?id=CCTV15hd-8M.m3u8&sign=h51x7y$TG•IPV4『线路2』
CCTV15,https://vip.taoiptv.cn/source/gzyx.php?id=3f7ce58607980e4a75c3d065ef4e33d3.m3u8&sign=h51x7y$TG•IPV4『线路3』
CCTV15,https://vip.taoiptv.cn/source/itv.php?id=CCTV1550FPS.m3u8&sign=h51x7y$TG•IPV4『线路4』
CCTV15,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-15.m3u8&sign=h51x7y$TG•IPV4『线路5』
CCTV15,http://dd.ddzb.fun/php/gzyx.php?id=3f7ce58607980e4a75c3d065ef4e33d3$TG•IPV4『线路6』
CCTV15,http://tvbox6.com/tv/bfgd.php?id=133$TG•IPV4『线路7』
CCTV15,https://livednow.com/migu/673168223?sign=gAAAAABmxHgUmWcmzy4oynPRRtV-9fdmJJlDauha7mghS21u5YHU-ipkldn1AZupsClCLWJmHLyIowCFNdNiF3EDxtopIzYAoi09SkB2sugtsr_CRnztHuXqIxChnOy_t9ncg7wiSMf1r8JHKRrqQtIQI1Uqo9oxFwun9Uf1OGV0dAlJARp45nV586K8dIW3VBo6InS4YlfkfWG9CMccoPZ7GN1ig3e_lQ%3D%3D$TG•IPV4『线路8』
CCTV15,https://livednow.com/migu/673168223?sign=gAAAAABmwyZNnEXfIgtL6kZGulmcwlz61qg7tnCfrRnvIb59CqOWzPXDerhK3rntXtL9oWhjlyE-u_ivGYbQFMjX49bEbhe2lKTwMlb7pWGeSDxKKBxb68jSX7O-gH-OWxZ5HHu_pbZ6yBJ5tAa5ib7SJSmYsQWmQk8N1FzuBrPlRWDDOuga7YoHAzVRtscTRM5DchD8Bl_-tnnuxg4FyAlPLrUFQoDGag%3D%3D$TG•IPV4『线路9』
CCTV15,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv15$TG•IPV4『线路10』
CCTV15,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031109/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031109$TG•IPV4『线路11』
CCTV15,http://mdxgh.tpddns.cn:88/mdxgh/cctv15$TG•IPV4『线路12』
CCTV15,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8$TG•IPV4『线路13』
CCTV15,http://www.zzlag.top:9087/tsfile/live/1024_1.m3u8?key=txiptv$TG•IPV4『线路14』
CCTV15,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV15/index.m3u8?gMac=unknown&livodToken=bde6e809b30a2e9d5be77b50b95f7634e4524e2a06f94bbcec4356d0f5b54ae3_1720508275_604800&fromCDN=ws$TG•IPV4『线路15』
CCTV15,http://1b6467f415.iok.la:9931/tsfile/live/1035_1.m3u8$TG•IPV4『线路16』
CCTV15,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV15/index.m3u8?gMac=unknown&livodToken=b714fc4aa91983a115cdc86176cd98542fc7be2916c39a626ef88fe721f90859_1720504745_604800&fromCDN=ws$TG•IPV4『线路17』
CCTV15,http://gouwu.pthv.gitv.tv:91/live/CCTV15hd-8M/live.m3u8$TG•IPV4『线路18』
CCTV15,https://api.olelive.com/dis/live/CCTV15HD/hls.m3u8$TG•IPV4『线路19』
CCTV15,http://fangke.blueswords.com:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$TG•IPV4『线路20』
CCTV15,http://gmxw.7766.org:808/hls/102/index.m3u8$TG•IPV4『线路21』
CCTV15,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265014$TG•IPV4『线路22』
CCTV15,http://ygbh666.cn/aikmigu.php?id=cctv15$TG•IPV4『线路23』
CCTV15,https://vip.taoiptv.cn/source/itv.php?id=CCTV1550FPS.m3u8&sign=06zcwd$TG•IPV4『线路24』
CCTV15,https://vip.taoiptv.cn/source/gitv.php?id=CCTV15hd-8M.m3u8&sign=06zcwd$TG•IPV4『线路25』
CCTV15,https://vip.taoiptv.cn/source/gzyx.php?id=3f7ce58607980e4a75c3d065ef4e33d3.m3u8&sign=06zcwd$TG•IPV4『线路26』
CCTV15,https://jump.taoiptv.cn/iptv3.php?id=100195&num=3&sign=fk3aks$TG•IPV4『线路27』
CCTV15,http://tvbox6.icu/tv/migu.php?id=cctv15$TG•IPV4『线路28』
CCTV15,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv15$TG•IPV4『线路29』
CCTV15,https://jump.taoiptv.cn/iptv1.php?id=100195&num=1&sign=fk3aks$TG•IPV4『线路30』
CCTV15,http://iptvcyp.top:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0$TG•IPV4『线路31』
CCTV15,http://beijinglive.online.domybox.com:91/live/CCTV15hd-8M/live.m3u8$TG•IPV4『线路32』
CCTV15,https://jump.taoiptv.cn/iptv2.php?id=100195&num=2&sign=fk3aks$TG•IPV4『线路33』
CCTV15,http://ttkx.live:55/lib/aikan.php?id=cctv15$TG•IPV4『线路34』
CCTV15,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-15.m3u8&sign=06zcwd$TG•IPV4『线路35』
CCTV15,http://php.jdshipin.com:8880/TVOD/gsyd.php?id=9900000512$TG•IPV4『线路36』
CCTV15,http://zhixiao.outside.live.pthv.gitv.tv/live/CCTV15hd-8M/live.m3u8$TG•IPV4『线路37』
CCTV15,https://vip.taoiptv.cn/source/itv.php?id=CCTV1550FPS.m3u8&sign=z6sj8k$TG•IPV4『线路38』
CCTV15,http://ygbh666.cn/aikmigu.php?id=cctv15$TG•IPV4『线路39』
CCTV15,http://beijinglive.online.domybox.com:91/live/CCTV15hd-8M/live.m3u8$TG•IPV4『线路40』
CCTV15,http://fangke.blueswords.com:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$TG•IPV4『线路41』
CCTV15,https://live.v1.mk/api/bestv.php?id=cctv15hd8m/8000000$TG•IPV4『线路42』
CCTV15,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv15hd/57/index.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=$TG•IPV4『线路43』
CCTV15,https://vip.taoiptv.cn/source/gitv.php?id=CCTV15hd-8M.m3u8&sign=ugxuj7$TG•IPV4『线路44』
CCTV15,https://vip.taoiptv.cn/source/gzyx.php?id=3f7ce58607980e4a75c3d065ef4e33d3.m3u8&sign=ugxuj7$TG•IPV4『线路45』
CCTV15,https://vip.taoiptv.cn/source/itv.php?id=CCTV1550FPS.m3u8&sign=ugxuj7$TG•IPV4『线路46』
CCTV15,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-15.m3u8&sign=ugxuj7$TG•IPV4『线路47』
CCTV15,http://video.qd.sdu.edu.cn/liverespath/59c02d176e7c3b05a62a9bb42be1ca2a92df2e1c/index.m3u8$TG•IPV4『线路48』
CCTV15,http://cookies.elementfx.com/ublive/ublive.php?id=215$TG•IPV4『线路49』
CCTV15,https://vip.taoiptv.cn/source/gitv.php?id=CCTV15hd-8M.m3u8&sign=h51x7y$TG•IPV4『线路50』
CCTV15,https://vip.taoiptv.cn/source/gzyx.php?id=3f7ce58607980e4a75c3d065ef4e33d3.m3u8&sign=h51x7y$TG•IPV4『线路51』
CCTV15,https://vip.taoiptv.cn/source/itv.php?id=CCTV1550FPS.m3u8&sign=h51x7y$TG•IPV4『线路52』
CCTV15,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-15.m3u8&sign=h51x7y$TG•IPV4『线路53』
CCTV15,http://dd.ddzb.fun/php/gzyx.php?id=3f7ce58607980e4a75c3d065ef4e33d3$TG•IPV4『线路54』
CCTV15,http://tvbox6.com/tv/bfgd.php?id=133$TG•IPV4『线路55』
CCTV15,http://mdxgh.tpddns.cn:88/mdxgh/cctv15$TG•IPV4『线路56』
CCTV15,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8$TG•IPV4『线路57』
CCTV15,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031109/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031109$TG•IPV4『线路58』
CCTV15,http://ygbh666.cn/aikmigu.php?id=cctv15$TG•IPV4『线路59』
CCTV15,https://vip.taoiptv.cn/source/itv.php?id=CCTV1550FPS.m3u8&sign=ugxuj7$TG•IPV4『线路60』
CCTV15,http://iptvcyp.top:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0$TG•IPV4『线路61』
CCTV15,https://vip.taoiptv.cn/source/gitv.php?id=CCTV15hd-8M.m3u8&sign=06zcwd$TG•IPV4『线路62』
CCTV15,http://php.jdshipin.com:8880/TVOD/gsyd.php?id=9900000512$TG•IPV4『线路63』
CCTV15,https://jump.taoiptv.cn/iptv1.php?id=100195&num=1&sign=fk3aks$TG•IPV4『线路64』
CCTV15,http://tvbox6.icu/tv/migu.php?id=cctv15$TG•IPV4『线路65』
CCTV15,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv15$TG•IPV4『线路66』
CCTV15,http://1b6467f415.iok.la:9931/tsfile/live/1035_1.m3u8$TG•IPV4『线路67』
CCTV15,https://jump.taoiptv.cn/iptv3.php?id=100195&num=3&sign=fk3aks$TG•IPV4『线路68』
CCTV15,https://vip.taoiptv.cn/source/gzyx.php?id=3f7ce58607980e4a75c3d065ef4e33d3.m3u8&sign=06zcwd$TG•IPV4『线路69』
CCTV15,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-15.m3u8&sign=06zcwd$TG•IPV4『线路70』
CCTV15,http://bjlive.outside.live.pthv.gitv.tv/live/CCTV15hd-8M/live.m3u8$TG•IPV4『线路71』
CCTV15,http://ttkx.live:55/lib/aikan.php?id=cctv15$TG•IPV4『线路72』
CCTV15,https://vip.taoiptv.cn/source/itv.php?id=CCTV1550FPS.m3u8&sign=06zcwd$TG•IPV4『线路73』
CCTV15,https://jump.taoiptv.cn/iptv2.php?id=100195&num=2&sign=fk3aks$TG•IPV4『线路74』
CCTV16,https://vip.taoiptv.cn/source/gzyx.php?id=d521eba18ca2907befce170828004cbe.m3u8&sign=h51x7y$TG•IPV4『线路1』
CCTV16,https://vip.taoiptv.cn/source/itv.php?id=CCTV164KHEVC.m3u8&sign=h51x7y HEVC$TG•IPV4『线路2』
CCTV16,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-16-CQ.m3u8&sign=h51x7y$TG•IPV4『线路3』
CCTV16,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000008000023253/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000008000023253$TG•IPV4『线路4』
CCTV16,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000008000023254/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000008000023254$TG•IPV4『线路5』
CCTV16,http://mdxgh.tpddns.cn:88/mdxgh/cctv16$TG•IPV4『线路6』
CCTV16,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8$TG•IPV4『线路7』
CCTV16,http://www.zzlag.top:9087/tsfile/live/1000_1.m3u8?key=txiptv$TG•IPV4『线路8』
CCTV16,https://api.olelive.com/dis/live/CCTV16HD/hls.m3u8$TG•IPV4『线路9』
CCTV16,http://gmxw.7766.org:808/hls/169/index.m3u8$TG•IPV4『线路10』
CCTV16,http://www.72444165.xyz:5005/itv/ystenlive/1000000006000233002$TG•IPV4『线路11』
CCTV16,https://jump.taoiptv.cn/iptv2.php?id=100200&num=2&sign=fk3aks$TG•IPV4『线路12』
CCTV16,https://vip.taoiptv.cn/source/gzyx.php?id=d521eba18ca2907befce170828004cbe.m3u8&sign=06zcwd$TG•IPV4『线路13』
CCTV16,http://iptvcyp.top:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0$TG•IPV4『线路14』
CCTV16,https://jump.taoiptv.cn/iptv3.php?id=100200&num=3&sign=fk3aks$TG•IPV4『线路15』
CCTV16,http://php.jdshipin.com:8880/TVOD/gsyd.php?id=9900000016$TG•IPV4『线路16』
CCTV16,https://jump.taoiptv.cn/iptv1.php?id=100200&num=1&sign=fk3aks$TG•IPV4『线路17』
CCTV16,http://beijinglive.online.domybox.com:91/live/CCTV16hd-8M/live.m3u8$TG•IPV4『线路18』
CCTV16,https://vip.taoiptv.cn/source/itv.php?id=CCTV164KHEVC.m3u8&sign=06zcwd$TG•IPV4『线路19』
CCTV16,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-16-CQ.m3u8&sign=06zcwd$TG•IPV4『线路20』
CCTV16,http://1b6467f415.iok.la:9931/tsfile/live/1094_1.m3u8$TG•IPV4『线路21』
CCTV16,https://vip.taoiptv.cn/source/itv.php?id=CCTV164KHEVC.m3u8&sign=z6sj8k$TG•IPV4『线路22』
CCTV16,http://beijinglive.online.domybox.com:91/live/CCTV16hd-8M/live.m3u8$TG•IPV4『线路23』
CCTV16,https://live.v1.mk/api/bestv.php?id=cctv16hd4k/15000000$TG•IPV4『线路24』
CCTV16,https://live.v1.mk/api/bestv.php?id=cctv16hd8m/8000000$TG•IPV4『线路25』
CCTV16,https://vip.taoiptv.cn/source/gzyx.php?id=d521eba18ca2907befce170828004cbe.m3u8&sign=ugxuj7$TG•IPV4『线路26』
CCTV16,https://vip.taoiptv.cn/source/itv.php?id=CCTV164KHEVC.m3u8&sign=ugxuj7$TG•IPV4『线路27』
CCTV16,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-16-CQ.m3u8&sign=ugxuj7$TG•IPV4『线路28』
CCTV16,http://cookies.elementfx.com/ublive/ublive.php?id=2821$TG•IPV4『线路29』
CCTV16,https://vip.taoiptv.cn/source/gzyx.php?id=d521eba18ca2907befce170828004cbe.m3u8&sign=h51x7y$TG•IPV4『线路30』
CCTV16,https://vip.taoiptv.cn/source/itv.php?id=CCTV164KHEVC.m3u8&sign=h51x7y HEVC$TG•IPV4『线路31』
CCTV16,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-16-CQ.m3u8&sign=h51x7y$TG•IPV4『线路32』
CCTV16,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000008000023253/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000008000023253$TG•IPV4『线路33』
CCTV16,http://mdxgh.tpddns.cn:88/mdxgh/cctv16$TG•IPV4『线路34』
CCTV16,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8$TG•IPV4『线路35』
CCTV16,https://vip.taoiptv.cn/source/itv.php?id=CCTV164KHEVC.m3u8&sign=ugxuj7$TG•IPV4『线路36』
CCTV16,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-16-CQ.m3u8&sign=06zcwd$TG•IPV4『线路37』
CCTV16,http://php.jdshipin.com:8880/TVOD/gsyd.php?id=9900000016$TG•IPV4『线路38』
CCTV16,http://bjlive.outside.live.pthv.gitv.tv/live/CCTV16hd-8M/live.m3u8$TG•IPV4『线路39』
CCTV16,https://vip.taoiptv.cn/source/itv.php?id=CCTV164KHEVC.m3u8&sign=06zcwd$TG•IPV4『线路40』
CCTV16,http://iptvcyp.top:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0$TG•IPV4『线路41』
CCTV16,https://jump.taoiptv.cn/iptv2.php?id=100200&num=2&sign=fk3aks$TG•IPV4『线路42』
CCTV16,https://jump.taoiptv.cn/iptv3.php?id=100200&num=3&sign=fk3aks$TG•IPV4『线路43』
CCTV16,http://1b6467f415.iok.la:9931/tsfile/live/1094_1.m3u8$TG•IPV4『线路44』
CCTV16,https://vip.taoiptv.cn/source/gzyx.php?id=d521eba18ca2907befce170828004cbe.m3u8&sign=06zcwd$TG•IPV4『线路45』
CCTV16,https://jump.taoiptv.cn/iptv1.php?id=100200&num=1&sign=fk3aks$TG•IPV4『线路46』
CCTV17,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv17hd/57/01.m3u8?&HlsSubType=&encrypt=$TG•IPV4『线路1』
CCTV17,https://vip.taoiptv.cn/source/itv.php?id=CCTV17HEVC.m3u8&sign=h51x7y$TG•IPV4『线路2』
CCTV17,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-17-HD.m3u8&sign=h51x7y$TG•IPV4『线路3』
CCTV17,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000006000268004/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000006000268004$TG•IPV4『线路4』
CCTV17,https://livednow.com/migu/673168256?sign=gAAAAABmxHgUkz2FXNHOziYd19Whf8dWgS2J9tezCcN06iUEp6x9VGla1a3QhIg5l6Yq1f4L8ZyJfaItp3UaqXQgyskXpU578asNhgNJwVLsLIQdAUvBt4b_0cv4hEJyKkkHM7n8QK9KSkvhY2IkL2m_prTB7_Z49m6iWINzecI0YLc_SfJ8Nj5CoNv66EWQ3uLMRUTuhgt7gMCjmQ32AJDFwrUPRg8thQ%3D%3D$TG•IPV4『线路5』
